outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,continuity_correction
death,MAY 2022,202218,all_ages,vaccinated,284,68071257,161,29375342.9,,,,0.312237505,1.123409394,3.597932268,0.404516105,1.513409502,3.741283679,1
death,MAY 2022,202218,all_ages,vax with updated booster,,0,161,29375342.9,,,,,1.123409394,,,1.513409502,,1
death,MAY 2022,202219,5-11,vaccinated,0,2918658,1,8579874,0,0.011655183,,,,,,,,0
death,MAY 2022,202219,5-11,vax with updated booster,,0,1,8579874,,0.011655183,,,,,,,,0
death,MAY 2022,202219,12-17,vaccinated,0,5097665,1,4467169,0,0.022385542,,,,,,,,0
death,MAY 2022,202219,12-17,vax with updated booster,,0,1,4467169,,0.022385542,,,,,,,,0
death,MAY 2022,202219,18-29,vaccinated,2,11048933,3,8535458,0.018101295,0.035147499,1.941711798,,,,,,,0
death,MAY 2022,202219,18-29,vax with updated booster,,0,3,8535458,,0.035147499,,,,,,,,0
death,MAY 2022,202219,30-49,vaccinated,7,19986583,14,9812962.85,0.035023496,0.14266843,4.073506301,,,,,,,1
death,MAY 2022,202219,30-49,vax with updated booster,,0,14,9812962.85,,0.14266843,,,,,,,,1
death,MAY 2022,202219,50-64,vaccinated,42,16303713,28,4714921,0.25761003,0.593859367,2.305264924,,,,,,,1
death,MAY 2022,202219,50-64,vax with updated booster,,0,28,4714921,,0.593859367,,,,,,,,1
death,MAY 2022,202219,65-79,vaccinated,120,12211048,68,1240451.15,0.982716635,5.481876493,5.578288082,,,,,,,1
death,MAY 2022,202219,65-79,vax with updated booster,,0,68,1240451.15,,5.481876493,,,,,,,,1
death,MAY 2022,202219,80+,vaccinated,208,3401901,98,536661.9,6.114228486,18.26103176,2.986645298,,,,,,,1
death,MAY 2022,202219,80+,vax with updated booster,,0,98,536661.9,,18.26103176,,,,,,,,1
death,MAY 2022,202219,all_ages,vaccinated,379,68049843,212,29307623.9,,,,0.419654237,1.520367303,3.62290469,0.404516105,1.513409502,3.741283679,1
death,MAY 2022,202219,all_ages,vax with updated booster,,0,212,29307623.9,,,,,1.520367303,,,1.513409502,,1
death,MAY 2022,202220,5-11,vaccinated,0,2931860,0,8565144,0,0,,,,,,,,0
death,MAY 2022,202220,5-11,vax with updated booster,,0,0,8565144,,0,,,,,,,,0
death,MAY 2022,202220,12-17,vaccinated,0,5101991,0,4457041,0,0,,,,,,,,0
death,MAY 2022,202220,12-17,vax with updated booster,,0,0,4457041,,0,,,,,,,,0
death,MAY 2022,202220,18-29,vaccinated,0,11057451,2,8516283,0,0.023484424,,,,,,,,0
death,MAY 2022,202220,18-29,vax with updated booster,,0,2,8516283,,0.023484424,,,,,,,,0
death,MAY 2022,202220,30-49,vaccinated,7,19989825,15,9794670.85,0.035017815,0.153144503,4.373331166,,,,,,,1
death,MAY 2022,202220,30-49,vax with updated booster,,0,15,9794670.85,,0.153144503,,,,,,,,1
death,MAY 2022,202220,50-64,vaccinated,32,16293289,36,4703262,0.19639988,0.765426208,3.897284507,,,,,,,1
death,MAY 2022,202220,50-64,vax with updated booster,,0,36,4703262,,0.765426208,,,,,,,,1
death,MAY 2022,202220,65-79,vaccinated,113,12196260,76,1232244.15,0.926513538,6.167608911,6.656793085,,,,,,,1
death,MAY 2022,202220,65-79,vax with updated booster,,0,76,1232244.15,,6.167608911,,,,,,,,1
death,MAY 2022,202220,80+,vaccinated,223,3397582,96,533276.9,6.56349133,18.00190483,2.742733085,,,,,,,1
death,MAY 2022,202220,80+,vax with updated booster,,0,96,533276.9,,18.00190483,,,,,,,,1
death,MAY 2022,202220,all_ages,vaccinated,375,68036398,225,29236777.9,,,,0.416846883,1.617309359,3.879864342,0.404516105,1.513409502,3.741283679,1
death,MAY 2022,202220,all_ages,vax with updated booster,,0,225,29236777.9,,,,,1.617309359,,,1.513409502,,1
death,MAY 2022,202221,5-11,vaccinated,0,2943956,1,8549089,0,0.011697153,,,,,,,,0
death,MAY 2022,202221,5-11,vax with updated booster,,0,1,8549089,,0.011697153,,,,,,,,0
death,MAY 2022,202221,12-17,vaccinated,0,5105500,2,4448070,0,0.044963321,,,,,,,,0
death,MAY 2022,202221,12-17,vax with updated booster,,0,2,4448070,,0.044963321,,,,,,,,0
death,MAY 2022,202221,18-29,vaccinated,1,11064511,3,8498645,0.009037905,0.035299745,3.905744151,,,,,,,0
death,MAY 2022,202221,18-29,vax with updated booster,,0,3,8498645,,0.035299745,,,,,,,,0
death,MAY 2022,202221,30-49,vaccinated,16,19991423,16,9777371.85,0.080034323,0.163643157,2.044662237,,,,,,,1
death,MAY 2022,202221,30-49,vax with updated booster,,0,16,9777371.85,,0.163643157,,,,,,,,1
death,MAY 2022,202221,50-64,vaccinated,38,16280670,31,4691585,0.233405628,0.660757505,2.830940761,,,,,,,1
death,MAY 2022,202221,50-64,vax with updated booster,,0,31,4691585,,0.660757505,,,,,,,,1
death,MAY 2022,202221,65-79,vaccinated,127,12179853,80,1224158.15,1.042705524,6.535103328,6.267448652,,,,,,,1
death,MAY 2022,202221,65-79,vax with updated booster,,0,80,1224158.15,,6.535103328,,,,,,,,1
death,MAY 2022,202221,80+,vaccinated,235,3392465,115,530194.9,6.927116418,21.69013697,3.131192787,,,,,,,1
death,MAY 2022,202221,80+,vax with updated booster,,0,115,530194.9,,21.69013697,,,,,,,,1
death,MAY 2022,202221,all_ages,vaccinated,417,68014422,247,29170024.9,,,,0.469606736,1.798977322,3.830816686,0.404516105,1.513409502,3.741283679,1
death,MAY 2022,202221,all_ages,vax with updated booster,,0,247,29170024.9,,,,,1.798977322,,,1.513409502,,1
death,JUN 2022,202222,5-11,vaccinated,0,2953445,0,8536897,0,0,,,,,,,,0
death,JUN 2022,202222,5-11,vax with updated booster,,0,0,8536897,,0,,,,,,,,0
death,JUN 2022,202222,12-17,vaccinated,1,5108002,2,4440179,0.019577126,0.045043229,2.300809044,,,,,,,0
death,JUN 2022,202222,12-17,vax with updated booster,,0,2,4440179,,0.045043229,,,,,,,,0
death,JUN 2022,202222,18-29,vaccinated,2,11070585,0,8483805,0.018065893,0,0,,,,,,,0
death,JUN 2022,202222,18-29,vax with updated booster,,0,0,8483805,,0,,,,,,,,0
death,JUN 2022,202222,30-49,vaccinated,11,19991544,15,9764063.85,0.055023264,0.153624559,2.791992841,,,,,,,1
death,JUN 2022,202222,30-49,vax with updated booster,,0,15,9764063.85,,0.153624559,,,,,,,,1
death,JUN 2022,202222,50-64,vaccinated,49,16266105,34,4682570,0.30123991,0.726096994,2.410361212,,,,,,,1
death,JUN 2022,202222,50-64,vax with updated booster,,0,34,4682570,,0.726096994,,,,,,,,1
death,JUN 2022,202222,65-79,vaccinated,126,12162621,102,1218748.15,1.035960917,8.369243473,8.078725113,,,,,,,1
death,JUN 2022,202222,65-79,vax with updated booster,,0,102,1218748.15,,8.369243473,,,,,,,,1
death,JUN 2022,202222,80+,vaccinated,264,3387651,122,528017.9,7.793010555,23.1052773,2.964871809,,,,,,,1
death,JUN 2022,202222,80+,vax with updated booster,,0,122,528017.9,,23.1052773,,,,,,,,1
death,JUN 2022,202222,all_ages,vaccinated,453,67986508,275,29117383.9,,,,0.510542567,2.063291956,4.041371061,0.557945122,2.170255041,3.889728499,1
death,JUN 2022,202222,all_ages,vax with updated booster,,0,275,29117383.9,,,,,2.063291956,,,2.170255041,,1
death,JUN 2022,202223,5-11,vaccinated,0,2956909,1,8520474,0,0.011736436,,,,,,,,0
death,JUN 2022,202223,5-11,vax with updated booster,,0,1,8520474,,0.011736436,,,,,,,,0
death,JUN 2022,202223,12-17,vaccinated,1,5109721,1,4431374,0.01957054,0.022566364,1.153078255,,,,,,,0
death,JUN 2022,202223,12-17,vax with updated booster,,0,1,4431374,,0.022566364,,,,,,,,0
death,JUN 2022,202223,18-29,vaccinated,2,11076491,2,8466146,0.01805626,0.0236235,1.308327425,,,,,,,0
death,JUN 2022,202223,18-29,vax with updated booster,,0,2,8466146,,0.0236235,,,,,,,,0
death,JUN 2022,202223,30-49,vaccinated,12,19991878,12,9747473.85,0.060024376,0.12310882,2.050980419,,,,,,,1
death,JUN 2022,202223,30-49,vax with updated booster,,0,12,9747473.85,,0.12310882,,,,,,,,1
death,JUN 2022,202223,50-64,vaccinated,47,16253942,40,4671672,0.289160623,0.856224495,2.961068784,,,,,,,1
death,JUN 2022,202223,50-64,vax with updated booster,,0,40,4671672,,0.856224495,,,,,,,,1
death,JUN 2022,202223,65-79,vaccinated,161,12149590,78,1212107.65,1.325147598,6.435072,4.856117169,,,,,,,1
death,JUN 2022,202223,65-79,vax with updated booster,,0,78,1212107.65,,6.435072,,,,,,,,1
death,JUN 2022,202223,80+,vaccinated,264,3384077,121,525320.9,7.801240929,23.03354007,2.952548227,,,,,,,1
death,JUN 2022,202223,80+,vax with updated booster,,0,121,525320.9,,23.03354007,,,,,,,,1
death,JUN 2022,202223,all_ages,vaccinated,487,67965699,254,29054094.4,,,,0.543013041,1.857680036,3.421059709,0.557945122,2.170255041,3.889728499,1
death,JUN 2022,202223,all_ages,vax with updated booster,,0,254,29054094.4,,,,,1.857680036,,,2.170255041,,1
death,JUN 2022,202224,5-11,vaccinated,0,2958815,0,8504021,0,0,,,,,,,,0
death,JUN 2022,202224,5-11,vax with updated booster,,0,0,8504021,,0,,,,,,,,0
death,JUN 2022,202224,12-17,vaccinated,0,5110348,0,4422075,0,0,,,,,,,,0
death,JUN 2022,202224,12-17,vax with updated booster,,0,0,4422075,,0,,,,,,,,0
death,JUN 2022,202224,18-29,vaccinated,0,11081940,5,8450287,0,0.059169588,,,,,,,,0
death,JUN 2022,202224,18-29,vax with updated booster,,0,5,8450287,,0.059169588,,,,,,,,0
death,JUN 2022,202224,30-49,vaccinated,19,19992190,9,9732484.85,0.095037112,0.092473815,0.973028459,,,,,,,1
death,JUN 2022,202224,30-49,vax with updated booster,,0,9,9732484.85,,0.092473815,,,,,,,,1
death,JUN 2022,202224,50-64,vaccinated,60,16243044,40,4662563,0.36938889,0.857897255,2.322477144,,,,,,,1
death,JUN 2022,202224,50-64,vax with updated booster,,0,40,4662563,,0.857897255,,,,,,,,1
death,JUN 2022,202224,65-79,vaccinated,151,12138444,101,1207168.65,1.243981519,8.366685136,6.725731058,,,,,,,1
death,JUN 2022,202224,65-79,vax with updated booster,,0,101,1207168.65,,8.366685136,,,,,,,,1
death,JUN 2022,202224,80+,vaccinated,285,3381434,126,523041.9,8.428376837,24.08984825,2.858183577,,,,,,,1
death,JUN 2022,202224,80+,vax with updated booster,,0,126,523041.9,,24.08984825,,,,,,,,1
death,JUN 2022,202224,all_ages,vaccinated,515,67947400,281,28997620.4,,,,0.58107796,2.110702118,3.6323906,0.557945122,2.170255041,3.889728499,1
death,JUN 2022,202224,all_ages,vax with updated booster,,0,281,28997620.4,,,,,2.110702118,,,2.170255041,,1
death,JUN 2022,202225,5-11,vaccinated,0,2961160,3,8488312,0,0.035342716,,,,,,,,0
death,JUN 2022,202225,5-11,vax with updated booster,,0,3,8488312,,0.035342716,,,,,,,,0
death,JUN 2022,202225,12-17,vaccinated,0,5111023,0,4414140,0,0,,,,,,,,0
death,JUN 2022,202225,12-17,vax with updated booster,,0,0,4414140,,0,,,,,,,,0
death,JUN 2022,202225,18-29,vaccinated,1,11088261,9,8434746,0.009018547,0.106701494,11.83134015,,,,,,,0
death,JUN 2022,202225,18-29,vax with updated booster,,0,9,8434746,,0.106701494,,,,,,,,0
death,JUN 2022,202225,30-49,vaccinated,5,19992324,25,9718319.85,0.025009599,0.257246112,10.28589525,,,,,,,1
death,JUN 2022,202225,30-49,vax with updated booster,,0,25,9718319.85,,0.257246112,,,,,,,,1
death,JUN 2022,202225,50-64,vaccinated,55,16231047,40,4653799,0.33885676,0.859512841,2.536507876,,,,,,,1
death,JUN 2022,202225,50-64,vax with updated booster,,0,40,4653799,,0.859512841,,,,,,,,1
death,JUN 2022,202225,65-79,vaccinated,168,12126815,113,1202466.65,1.385359635,9.397350022,6.783328881,,,,,,,1
death,JUN 2022,202225,65-79,vax with updated booster,,0,113,1202466.65,,9.397350022,,,,,,,,1
death,JUN 2022,202225,80+,vaccinated,271,3378096,120,521015.9,8.022270533,23.03192666,2.8709985,,,,,,,1
death,JUN 2022,202225,80+,vax with updated booster,,0,120,521015.9,,23.03192666,,,,,,,,1
death,JUN 2022,202225,all_ages,vaccinated,500,67927566,307,28944487.4,,,,0.550968456,2.254183737,4.091311782,0.557945122,2.170255041,3.889728499,1
death,JUN 2022,202225,all_ages,vax with updated booster,,0,307,28944487.4,,,,,2.254183737,,,2.170255041,,1
death,JUN 2022,202226,5-11,vaccinated,0,2965556,0,8473810,0,0,,,,,,,,0
death,JUN 2022,202226,5-11,vax with updated booster,,0,0,8473810,,0,,,,,,,,0
death,JUN 2022,202226,12-17,vaccinated,0,5111587,0,4406519,0,0,,,,,,,,0
death,JUN 2022,202226,12-17,vax with updated booster,,0,0,4406519,,0,,,,,,,,0
death,JUN 2022,202226,18-29,vaccinated,2,11094525,5,8419450,0.01802691,0.059386302,3.294314059,,,,,,,0
death,JUN 2022,202226,18-29,vax with updated booster,,0,5,8419450,,0.059386302,,,,,,,,0
death,JUN 2022,202226,30-49,vaccinated,10,19993117,22,9704118.85,0.050017213,0.226707858,4.532596733,,,,,,,1
death,JUN 2022,202226,30-49,vax with updated booster,,0,22,9704118.85,,0.226707858,,,,,,,,1
death,JUN 2022,202226,50-64,vaccinated,46,16220270,53,4645857,0.283595772,1.140801363,4.022631768,,,,,,,1
death,JUN 2022,202226,50-64,vax with updated booster,,0,53,4645857,,1.140801363,,,,,,,,1
death,JUN 2022,202226,65-79,vaccinated,188,12115683,127,1198024.65,1.551707815,10.60078355,6.831687927,,,,,,,1
death,JUN 2022,202226,65-79,vax with updated booster,,0,127,1198024.65,,10.60078355,,,,,,,,1
death,JUN 2022,202226,80+,vaccinated,299,3374915,139,519235.9,8.859482387,26.77010584,3.021633169,,,,,,,1
death,JUN 2022,202226,80+,vax with updated booster,,0,139,519235.9,,26.77010584,,,,,,,,1
death,JUN 2022,202226,all_ages,vaccinated,545,67910097,346,28893205.4,,,,0.604333271,2.570389432,4.253264803,0.557945122,2.170255041,3.889728499,1
death,JUN 2022,202226,all_ages,vax with updated booster,,0,346,28893205.4,,,,,2.570389432,,,2.170255041,,1
death,JUL 2022,202227,5-11,vaccinated,0,2968408,1,8460596,0,0.011819498,,,,,,,,0
death,JUL 2022,202227,5-11,vax with updated booster,,0,1,8460596,,0.011819498,,,,,,,,0
death,JUL 2022,202227,12-17,vaccinated,0,5111789,2,4399892,0,0.045455661,,,,,,,,0
death,JUL 2022,202227,12-17,vax with updated booster,,0,2,4399892,,0.045455661,,,,,,,,0
death,JUL 2022,202227,18-29,vaccinated,0,11099883,3,8406754,0,0.035685593,,,,,,,,0
death,JUL 2022,202227,18-29,vax with updated booster,,0,3,8406754,,0.035685593,,,,,,,,0
death,JUL 2022,202227,30-49,vaccinated,27,19992325,18,9692787.85,0.135051826,0.185705086,1.375065345,,,,,,,1
death,JUL 2022,202227,30-49,vax with updated booster,,0,18,9692787.85,,0.185705086,,,,,,,,1
death,JUL 2022,202227,50-64,vaccinated,59,16208851,59,4638244,0.363998657,1.272033123,3.494609382,,,,,,,1
death,JUL 2022,202227,50-64,vax with updated booster,,0,59,4638244,,1.272033123,,,,,,,,1
death,JUL 2022,202227,65-79,vaccinated,212,12105168,133,1194141.65,1.751318115,11.13770716,6.359613974,,,,,,,1
death,JUL 2022,202227,65-79,vax with updated booster,,0,133,1194141.65,,11.13770716,,,,,,,,1
death,JUL 2022,202227,80+,vaccinated,288,3372015,160,517804.9,8.540887274,30.89966897,3.617852335,,,,,,,1
death,JUL 2022,202227,80+,vax with updated booster,,0,160,517804.9,,30.89966897,,,,,,,,1
death,JUL 2022,202227,all_ages,vaccinated,586,67890031,375,28849624.4,,,,0.656390657,2.805742671,4.274501229,0.712799563,2.899370526,4.067581792,1
death,JUL 2022,202227,all_ages,vax with updated booster,,0,375,28849624.4,,,,,2.805742671,,,2.899370526,,1
death,JUL 2022,202228,5-11,vaccinated,0,2972464,1,8442189,0,0.011845269,,,,,,,,0
death,JUL 2022,202228,5-11,vax with updated booster,,0,1,8442189,,0.011845269,,,,,,,,0
death,JUL 2022,202228,12-17,vaccinated,1,5111931,0,4391663,0.019562079,0,0,,,,,,,0
death,JUL 2022,202228,12-17,vax with updated booster,,0,0,4391663,,0,,,,,,,,0
death,JUL 2022,202228,18-29,vaccinated,1,11104982,4,8390248,0.009004967,0.047674395,5.294233019,,,,,,,0
death,JUL 2022,202228,18-29,vax with updated booster,,0,4,8390248,,0.047674395,,,,,,,,0
death,JUL 2022,202228,30-49,vaccinated,23,19991300,21,9676632.85,0.115050047,0.217017637,1.886288998,,,,,,,1
death,JUL 2022,202228,30-49,vax with updated booster,,0,21,9676632.85,,0.217017637,,,,,,,,1
death,JUL 2022,202228,50-64,vaccinated,76,16196552,52,4627352,0.469235674,1.12375285,2.394858089,,,,,,,1
death,JUL 2022,202228,50-64,vax with updated booster,,0,52,4627352,,1.12375285,,,,,,,,1
death,JUL 2022,202228,65-79,vaccinated,227,12093802,130,1187649.65,1.876994513,10.945989,5.831657428,,,,,,,1
death,JUL 2022,202228,65-79,vax with updated booster,,0,130,1187649.65,,10.945989,,,,,,,,1
death,JUL 2022,202228,80+,vaccinated,338,3368796,184,515666.9,10.03325817,35.68194895,3.556367068,,,,,,,1
death,JUL 2022,202228,80+,vax with updated booster,,0,184,515666.9,,35.68194895,,,,,,,,1
death,JUL 2022,202228,all_ages,vaccinated,666,67867363,391,28789212.4,,,,0.746042045,2.95908512,3.966378489,0.712799563,2.899370526,4.067581792,1
death,JUL 2022,202228,all_ages,vax with updated booster,,0,391,28789212.4,,,,,2.95908512,,,2.899370526,,1
death,JUL 2022,202229,5-11,vaccinated,0,2976605,0,8421959,0,0,,,,,,,,0
death,JUL 2022,202229,5-11,vax with updated booster,,0,0,8421959,,0,,,,,,,,0
death,JUL 2022,202229,12-17,vaccinated,0,5111861,3,4383210,0,0.06844299,,,,,,,,0
death,JUL 2022,202229,12-17,vax with updated booster,,0,3,4383210,,0.06844299,,,,,,,,0
death,JUL 2022,202229,18-29,vaccinated,2,11109719,6,8375123,0.018002256,0.071640739,3.97954239,,,,,,,0
death,JUL 2022,202229,18-29,vax with updated booster,,0,6,8375123,,0.071640739,,,,,,,,0
death,JUL 2022,202229,30-49,vaccinated,19,19989946,21,9661944.85,0.095047781,0.217347546,2.286718791,,,,,,,1
death,JUL 2022,202229,30-49,vax with updated booster,,0,21,9661944.85,,0.217347546,,,,,,,,1
death,JUL 2022,202229,50-64,vaccinated,76,16182660,67,4616141,0.46963849,1.451428802,3.090523528,,,,,,,1
death,JUL 2022,202229,50-64,vax with updated booster,,0,67,4616141,,1.451428802,,,,,,,,1
death,JUL 2022,202229,65-79,vaccinated,236,12080883,127,1181023.65,1.953499591,10.7533833,5.504676507,,,,,,,1
death,JUL 2022,202229,65-79,vax with updated booster,,0,127,1181023.65,,10.7533833,,,,,,,,1
death,JUL 2022,202229,80+,vaccinated,341,3365812,177,513509.9,10.13128481,34.4686636,3.402200633,,,,,,,1
death,JUL 2022,202229,80+,vax with updated booster,,0,177,513509.9,,34.4686636,,,,,,,,1
death,JUL 2022,202229,all_ages,vaccinated,674,67840881,401,28730952.4,,,,0.750979687,2.959787261,3.941234778,0.712799563,2.899370526,4.067581792,1
death,JUL 2022,202229,all_ages,vax with updated booster,,0,401,28730952.4,,,,,2.959787261,,,2.899370526,,1
death,JUL 2022,202230,5-11,vaccinated,0,2981106,1,8400834,0,0.01190358,,,,,,,,0
death,JUL 2022,202230,5-11,vax with updated booster,,0,1,8400834,,0.01190358,,,,,,,,0
death,JUL 2022,202230,12-17,vaccinated,0,5110443,0,4374324,0,0,,,,,,,,0
death,JUL 2022,202230,12-17,vax with updated booster,,0,0,4374324,,0,,,,,,,,0
death,JUL 2022,202230,18-29,vaccinated,0,11114275,2,8360572,0,0.023921808,,,,,,,,0
death,JUL 2022,202230,18-29,vax with updated booster,,0,2,8360572,,0.023921808,,,,,,,,0
death,JUL 2022,202230,30-49,vaccinated,13,19986152,23,9648152.85,0.065045037,0.2383876,3.664962157,,,,,,,1
death,JUL 2022,202230,30-49,vax with updated booster,,0,23,9648152.85,,0.2383876,,,,,,,,1
death,JUL 2022,202230,50-64,vaccinated,56,16157150,54,4607074,0.34659578,1.172110541,3.381779613,,,,,,,1
death,JUL 2022,202230,50-64,vax with updated booster,,0,54,4607074,,1.172110541,,,,,,,,1
death,JUL 2022,202230,65-79,vaccinated,207,12056059,137,1175636.65,1.71697899,11.65326038,6.78707221,,,,,,,1
death,JUL 2022,202230,65-79,vax with updated booster,,0,137,1175636.65,,11.65326038,,,,,,,,1
death,JUL 2022,202230,80+,vaccinated,349,3359939,160,511522.9,10.38709334,31.27914703,3.01134745,,,,,,,1
death,JUL 2022,202230,80+,vax with updated booster,,0,160,511522.9,,31.27914703,,,,,,,,1
death,JUL 2022,202230,all_ages,vaccinated,625,67784018,376,28677282.4,,,,0.69787815,2.873294772,4.117186892,0.712799563,2.899370526,4.067581792,1
death,JUL 2022,202230,all_ages,vax with updated booster,,0,376,28677282.4,,,,,2.873294772,,,2.899370526,,1
death,AUG 2022,202231,5-11,vaccinated,0,2986471,0,8378779,0,0,,,,,,,,0
death,AUG 2022,202231,5-11,vax with updated booster,,0,0,8378779,,0,,,,,,,,0
death,AUG 2022,202231,12-17,vaccinated,0,5108525,1,4365129,0,0.02290883,,,,,,,,0
death,AUG 2022,202231,12-17,vax with updated booster,,0,1,4365129,,0.02290883,,,,,,,,0
death,AUG 2022,202231,0.5-4,vaccinated,0,6651,2,6587784.5,0,0.03035922,,,,,,,,0
death,AUG 2022,202231,0.5-4,vax with updated booster,,0,2,6587784.5,,0.03035922,,,,,,,,0
death,AUG 2022,202231,18-29,vaccinated,0,11118623,4,8345922,0,0.047927599,,,,,,,,0
death,AUG 2022,202231,18-29,vax with updated booster,,0,4,8345922,,0.047927599,,,,,,,,0
death,AUG 2022,202231,30-49,vaccinated,15,19982315,19,9634941.85,0.075066377,0.197198907,2.626993782,,,,,,,1
death,AUG 2022,202231,30-49,vax with updated booster,,0,19,9634941.85,,0.197198907,,,,,,,,1
death,AUG 2022,202231,50-64,vaccinated,58,16135026,57,4598739,0.359466418,1.239470211,3.448083463,,,,,,,1
death,AUG 2022,202231,50-64,vax with updated booster,,0,57,4598739,,1.239470211,,,,,,,,1
death,AUG 2022,202231,65-79,vaccinated,216,12032809,143,1170980.65,1.795092069,12.21198659,6.802986213,,,,,,,1
death,AUG 2022,202231,65-79,vax with updated booster,,0,143,1170980.65,,12.21198659,,,,,,,,1
death,AUG 2022,202231,80+,vaccinated,324,3353341,176,510072.9,9.662005743,34.50487175,3.571191394,,,,,,,1
death,AUG 2022,202231,80+,vax with updated booster,,0,176,510072.9,,34.50487175,,,,,,,,1
death,AUG 2022,202231,all_ages,vaccinated,613,67730639,400,28625785.4,,,,0.683485272,3.069952036,4.491614028,0.607333817,2.728836975,4.493141823,1
death,AUG 2022,202231,all_ages,vax with updated booster,,0,400,28625785.4,,,,,3.069952036,,,2.728836975,,1
death,AUG 2022,202232,5-11,vaccinated,0,2992024,1,8358089,0,0.011964457,,,,,,,,0
death,AUG 2022,202232,5-11,vax with updated booster,,0,1,8358089,,0.011964457,,,,,,,,0
death,AUG 2022,202232,12-17,vaccinated,0,5106576,0,4356624,0,0,,,,,,,,0
death,AUG 2022,202232,12-17,vax with updated booster,,0,0,4356624,,0,,,,,,,,0
death,AUG 2022,202232,0.5-4,vaccinated,0,26844,1,6554682.5,0,0.015256269,,,,,,,,0
death,AUG 2022,202232,0.5-4,vax with updated booster,,0,1,6554682.5,,0.015256269,,,,,,,,0
death,AUG 2022,202232,18-29,vaccinated,2,11122891,4,8330680,0.017980937,0.048015288,2.670344078,,,,,,,0
death,AUG 2022,202232,18-29,vax with updated booster,,0,4,8330680,,0.048015288,,,,,,,,0
death,AUG 2022,202232,30-49,vaccinated,10,19980333,16,9621134.85,0.050049216,0.166300548,3.322740331,,,,,,,1
death,AUG 2022,202232,30-49,vax with updated booster,,0,16,9621134.85,,0.166300548,,,,,,,,1
death,AUG 2022,202232,50-64,vaccinated,59,16120227,68,4591454,0.365999809,1.481012333,4.046483898,,,,,,,1
death,AUG 2022,202232,50-64,vax with updated booster,,0,68,4591454,,1.481012333,,,,,,,,1
death,AUG 2022,202232,65-79,vaccinated,203,12018390,136,1166874.65,1.689078154,11.65506509,6.900252106,,,,,,,1
death,AUG 2022,202232,65-79,vax with updated booster,,0,136,1166874.65,,11.65506509,,,,,,,,1
death,AUG 2022,202232,80+,vaccinated,298,3348690,172,508646.9,8.899002296,33.81520658,3.799887387,,,,,,,1
death,AUG 2022,202232,80+,vax with updated booster,,0,172,508646.9,,33.81520658,,,,,,,,1
death,AUG 2022,202232,all_ages,vaccinated,572,67697107,396,28575414.4,,,,0.636277616,3.009591741,4.729997826,0.607333817,2.728836975,4.493141823,1
death,AUG 2022,202232,all_ages,vax with updated booster,,0,396,28575414.4,,,,,3.009591741,,,2.728836975,,1
death,AUG 2022,202233,5-11,vaccinated,0,2997557,0,8341648,0,0,,,,,,,,0
death,AUG 2022,202233,5-11,vax with updated booster,,0,0,8341648,,0,,,,,,,,0
death,AUG 2022,202233,12-17,vaccinated,0,5104916,1,4349372,0,0.022991825,,,,,,,,0
death,AUG 2022,202233,12-17,vax with updated booster,,0,1,4349372,,0.022991825,,,,,,,,0
death,AUG 2022,202233,0.5-4,vaccinated,0,41059,0,6524466.5,0,0,,,,,,,,0
death,AUG 2022,202233,0.5-4,vax with updated booster,,0,0,6524466.5,,0,,,,,,,,0
death,AUG 2022,202233,18-29,vaccinated,2,11127830,5,8317156,0.017972956,0.060116703,3.344842275,,,,,,,0
death,AUG 2022,202233,18-29,vax with updated booster,,0,5,8317156,,0.060116703,,,,,,,,0
death,AUG 2022,202233,30-49,vaccinated,17,19979932,21,9610063.85,0.085085375,0.218520921,2.568254785,,,,,,,1
death,AUG 2022,202233,30-49,vax with updated booster,,0,21,9610063.85,,0.218520921,,,,,,,,1
death,AUG 2022,202233,50-64,vaccinated,38,16110595,54,4585441,0.235869625,1.177640275,4.992759349,,,,,,,1
death,AUG 2022,202233,50-64,vax with updated booster,,0,54,4585441,,1.177640275,,,,,,,,1
death,AUG 2022,202233,65-79,vaccinated,187,12009059,137,1163819.65,1.557157809,11.77158334,7.55965983,,,,,,,1
death,AUG 2022,202233,65-79,vax with updated booster,,0,137,1163819.65,,11.77158334,,,,,,,,1
death,AUG 2022,202233,80+,vaccinated,286,3346213,138,507509.9,8.546975342,27.19158779,3.181428131,,,,,,,1
death,AUG 2022,202233,80+,vax with updated booster,,0,138,507509.9,,27.19158779,,,,,,,,1
death,AUG 2022,202233,all_ages,vaccinated,530,67678545,356,28533362.4,,,,0.596656397,2.725045209,4.567193486,0.607333817,2.728836975,4.493141823,1
death,AUG 2022,202233,all_ages,vax with updated booster,,0,356,28533362.4,,,,,2.725045209,,,2.728836975,,1
death,AUG 2022,202234,5-11,vaccinated,0,3004325,0,8324851,0,0,,,,,,,,0
death,AUG 2022,202234,5-11,vax with updated booster,,0,0,8324851,,0,,,,,,,,0
death,AUG 2022,202234,12-17,vaccinated,0,5103880,1,4342461,0,0.023028416,,,,,,,,0
death,AUG 2022,202234,12-17,vax with updated booster,,0,1,4342461,,0.023028416,,,,,,,,0
